Asset Name,Asset Type,Asset Category,Batch No,Vendor,Invoice,Bill Date,Purchase Date,Usage Date,Cost Centre,Purchase Branch,Current Branch,Current Sub Operating Unit,Currency,Cost Value,Book Value,Salvage Value,Accumulated Depreciation,Adjusted Amount,Warranty Date,Model,asset_description,note,method,method_progress_factor,method_time,depreciation_year,method_period,state
ONLINE UPS,Office Equipment,ATM UPS,Initial,,,,27/1/2011,27/1/2011,,001,001,001,BDT,255000,36339,,218661,,27/1/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS,Office Equipment,ATM UPS,Initial,,,,27/1/2011,27/1/2011,,001,001,001,BDT,255000,36339,,218661,,27/1/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS,Office Equipment,ATM UPS,Initial,,,,27/1/2011,27/1/2011,,001,001,001,BDT,255000,36339,,218661,,27/1/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS,Office Equipment,ATM UPS,Initial,,,,27/1/2011,27/1/2011,,001,001,001,BDT,255000,36339,,218661,,27/1/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS KHILPARA BR,Office Equipment,ATM UPS,Initial,,,,1/1/2013,1/1/2013,,001,001,001,BDT,267000,61854,,205146,,1/1/2014,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS DHANM BR,Office Equipment,ATM UPS,Initial,,,,1/1/2013,1/1/2013,,001,001,001,BDT,267000,61854,,205146,,1/1/2014,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS RAJSHAHI,Office Equipment,ATM UPS,Initial,,,,24/1/2013,24/1/2013,,001,001,001,BDT,40000,9408,,30592,,24/1/2013,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS OCEAN PAR,Office Equipment,ATM UPS,Initial,,,,21/1/2013,21/1/2013,,001,001,001,BDT,60000,14092,,45908,,21/1/2013,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS PABNA BR,Office Equipment,ATM UPS,Initial,,,,1/1/2013,1/1/2013,,001,001,001,BDT,267000,61854,,205146,,1/1/2013,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS CTG MED BR,Office Equipment,ATM UPS,Initial,,,,1/1/2013,1/1/2013,,001,001,001,BDT,267000,61854,,205146,,1/1/2014,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS KHATUNGONJ,Office Equipment,ATM UPS,Initial,,,,1/1/2013,1/1/2013,,001,001,001,BDT,267000,61854,,205146,,1/1/2014,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS GOBINDA BR,Office Equipment,ATM UPS,Initial,,,,1/1/2013,1/1/2013,,001,001,001,BDT,267000,61854,,205146,,1/1/2014,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS DINAJPUR BR,Office Equipment,ATM UPS,Initial,,,,1/1/2013,1/1/2013,,001,001,001,BDT,267000,61854,,205146,,1/1/2014,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS KAKR BR,Office Equipment,ATM UPS,Initial,,,,1/1/2013,1/1/2013,,001,001,001,BDT,267000,61854,,205146,,1/1/2014,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS N G BSCIC BR,Office Equipment,ATM UPS,Initial,,,,1/1/2013,1/1/2013,,001,001,001,BDT,267000,61854,,205146,,1/1/2014,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS ESKATON,Office Equipment,ATM UPS,Initial,,,,1/1/2013,1/1/2013,,001,001,001,BDT,267000,61854,,205146,,1/1/2014,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS AZIMPUR,Office Equipment,ATM UPS,Initial,,,,1/1/2013,1/1/2013,,001,001,001,BDT,267000,61854,,205146,,1/1/2014,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS-PANTHAPATH BR ATM,Office Equipment,ATM UPS,Initial,,,,18/4/2013,18/4/2013,,001,001,001,BDT,262700,65325,,197375,,18/4/2013,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS-DHOLAIKHAL ATM,Office Equipment,ATM UPS,Initial,,,,18/4/2013,18/4/2013,,001,001,001,BDT,262700,65325,,197375,,18/4/2013,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
03KVA ONLINE UPS,Office Equipment,ATM UPS,Initial,,,,23/9/2013,23/9/2013,,001,001,001,BDT,525400,143810,,381590,,23/9/2013,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
03 UNIT ONLINE UPS,Office Equipment,ATM UPS,Initial,,,,15/8/2013,15/8/2013,,001,001,001,BDT,222000,59390,,162610,,15/8/2013,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS COXS BAZAR ATM,Office Equipment,ATM UPS,Initial,,,,23/9/2013,23/9/2013,,001,001,001,BDT,140800,38533,,102267,,23/9/2013,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS CDA AVENUE ATM,Office Equipment,ATM UPS,Initial,,,,23/9/2013,23/9/2013,,001,001,001,BDT,140800,38533,,102267,,23/9/2013,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS THAKURGAON ATM,Office Equipment,ATM UPS,Initial,,,,23/9/2013,23/9/2013,,001,001,001,BDT,140800,38533,,102267,,23/9/2013,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS MOTIJHEEL ATM,Office Equipment,ATM UPS,Initial,,,,23/9/2013,23/9/2013,,001,001,001,BDT,54550,14933,,39617,,23/9/2013,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS BRAHMAN BARIA ATM,Office Equipment,ATM UPS,Initial,,,,23/9/2013,23/9/2013,,001,001,001,BDT,106300,29093,,77207,,23/9/2013,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS DHANBARI ATM,Office Equipment,ATM UPS,Initial,,,,23/9/2013,23/9/2013,,001,001,001,BDT,106300,29093,,77207,,23/9/2013,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
UPS RATTERIES,Office Equipment,ATM UPS,Initial,,,,9/5/2013,9/5/2013,,001,001,001,BDT,833150,209942,,623208,,9/5/2013,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS B,Office Equipment,ATM UPS,Initial,,,,28/10/2014,28/10/2014,,001,001,001,BDT,1453900,507535,,946365,,28/10/2014,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS-KONAPARA ATM,Office Equipment,ATM UPS,Initial,,,,11/8/2014,11/8/2014,,001,001,001,BDT,230000,76738,,153262,,10/8/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS-DISTELERY ROAD,Office Equipment,ATM UPS,Initial,,,,11/8/2014,11/8/2014,,001,001,001,BDT,230000,76738,,153262,,10/8/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS-BANANI BR-ATM,Office Equipment,ATM UPS,Initial,,,,11/8/2014,11/8/2014,,001,001,001,BDT,230000,76738,,153262,,10/8/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS-DUMNI BR ATM,Office Equipment,ATM UPS,Initial,,,,11/8/2014,11/8/2014,,001,001,001,BDT,230000,76738,,153262,,10/8/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS-CDA AVENUE-ATM,Office Equipment,ATM UPS,Initial,,,,11/8/2014,11/8/2014,,001,001,001,BDT,230000,76738,,153262,,10/8/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE-ISHWARDI ATM,Office Equipment,ATM UPS,Initial,,,,7/7/2015,7/7/2015,,001,001,001,BDT,225000,91883,,133117,,7/7/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE-MERUL BADDA ATM,Office Equipment,ATM UPS,Initial,,,,30/6/2015,30/6/2015,,001,001,001,BDT,225000,91488,,133512,,30/6/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE-ONE COMPOSIT ATM,Office Equipment,ATM UPS,Initial,,,,7/7/2015,7/7/2015,,001,001,001,BDT,38000,15515,,22485,,7/7/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE-UTAH FASHION ATM,Office Equipment,ATM UPS,Initial,,,,2/7/2015,2/7/2015,,001,001,001,BDT,38000,15465,,22535,,2/7/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE-UTAH KNITTTING,Office Equipment,ATM UPS,Initial,,,,2/7/2015,2/7/2015,,001,001,001,BDT,38000,15465,,22535,,2/7/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE-HOTEL GRAND ORIENTAL,Office Equipment,ATM UPS,Initial,,,,30/6/2015,30/6/2015,,001,001,001,BDT,38000,15457,,22543,,30/6/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ON LINE UPS MIRPUR BR ATM,Office Equipment,ATM UPS,Initial,,,,21/12/2013,21/12/2013,,001,001,001,BDT,262700,76028,,186672,,20/12/2014,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ON LINE UPS MIRPUR BR ATM,Office Equipment,ATM UPS,Initial,,,,21/12/2013,21/12/2013,,001,001,001,BDT,262700,76028,,186672,,20/12/2014,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ON LINE UPS APEX-GAZIPUR ATM,Office Equipment,ATM UPS,Initial,,,,21/11/2013,21/11/2013,,001,001,001,BDT,262700,76028,,186672,,20/11/2014,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ON LINE UPS ABDUL MOMEN ATM,Office Equipment,ATM UPS,Initial,,,,21/11/2013,21/11/2013,,001,001,001,BDT,262700,76028,,186672,,20/11/2014,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE-MID TOWER SHOPPINGMALL,Office Equipment,ATM UPS,Initial,,,,1/7/2015,1/7/2015,,001,001,001,BDT,224000,91139,,132861,,1/7/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
BENARASHIPALLI,Office Equipment,ATM UPS,Initial,,,,1/11/2015,1/11/2015,,001,001,001,BDT,225000,101752,,123248,,1/11/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ASHKONA ATM,Office Equipment,ATM UPS,Initial,,,,1/11/2015,1/11/2015,,001,001,001,BDT,225000,101752,,123248,,1/11/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
BELKUCHI ATM,Office Equipment,ATM UPS,Initial,,,,1/11/2015,1/11/2015,,001,001,001,BDT,225000,101752,,123248,,1/11/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ABC BANGLABAZAR ATM,Office Equipment,ATM UPS,Initial,,,,1/11/2015,1/11/2015,,001,001,001,BDT,225000,101752,,123248,,1/11/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
GRAND PLAZA ATM,Office Equipment,ATM UPS,Initial,,,,1/11/2015,1/11/2015,,001,001,001,BDT,225000,101752,,123248,,1/11/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
MONIHAR MOR ATM-ONLINE UPS,Office Equipment,ATM UPS,Initial,,,,14/1/2016,14/1/2016,,001,001,001,BDT,224000,102268,,121732,,14/1/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DORTANA NSC ROAD ATM-ONLINE,Office Equipment,ATM UPS,Initial,,,,14/1/2016,14/1/2016,,001,001,001,BDT,224000,102268,,121732,,14/1/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
01-ONLINE-SHIWRAPARA-ANAMIKA C,Office Equipment,ATM UPS,Initial,,,,18/11/2015,18/11/2015,,001,001,001,BDT,224000,101298,,122702,,18/11/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
BAGHER BAZAR-03VA ONLINE,Office Equipment,ATM UPS,Initial,,,,24/2/2015,24/2/2015,,001,001,001,BDT,230000,86344,,143656,,24/2/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
BARISAL BR-03VA ONLINE,Office Equipment,ATM UPS,Initial,,,,24/2/2015,24/2/2015,,001,001,001,BDT,230000,86344,,143656,,24/2/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
NARIA BR-03VA ONLINE,Office Equipment,ATM UPS,Initial,,,,24/2/2015,24/2/2015,,001,001,001,BDT,230000,86344,,143656,,24/2/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE-DOULATPUR ATM,Office Equipment,ATM UPS,Initial,,,,10/10/2015,10/10/2015,,001,001,001,BDT,224000,96750,,127250,,10/10/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE-MTB KATGHAR ATM,Office Equipment,ATM UPS,Initial,,,,10/10/2015,10/10/2015,,001,001,001,BDT,224000,96750,,127250,,10/10/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE-LALDIGHIRPAR,Office Equipment,ATM UPS,Initial,,,,10/10/2015,10/10/2015,,001,001,001,BDT,224000,96750,,127250,,10/10/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS-SHYAMOLI RINGROAD,Office Equipment,ATM UPS,Initial,,,,30/8/2015,30/8/2015,,001,001,001,BDT,225000,94886,,130114,,29/8/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS-KARIM TOWER FENI,Office Equipment,ATM UPS,Initial,,,,23/8/2015,23/8/2015,,001,001,001,BDT,225000,94500,,130500,,23/8/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS-FAR EAST KNITTING,Office Equipment,ATM UPS,Initial,,,,20/8/2015,20/8/2015,,001,001,001,BDT,225000,94336,,130664,,20/8/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS-FARIDPUR BR ATM,Office Equipment,ATM UPS,Initial,,,,7/12/2016,7/12/2016,,001,001,001,BDT,235000,132932,,102068,,7/12/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS-ULIPUR BR ATM,Office Equipment,ATM UPS,Initial,,,,7/12/2016,7/12/2016,,001,001,001,BDT,235000,132932,,102068,,7/12/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS-HEMAYETPUR BR ATM,Office Equipment,ATM UPS,Initial,,,,21/12/2016,21/12/2016,,001,001,001,BDT,235000,132932,,102068,,21/12/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS-AYESHA CLOTHING ATM,Office Equipment,ATM UPS,Initial,,,,9/1/2017,9/1/2017,,001,001,001,BDT,235000,133747,,101253,,9/1/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS-SHARKERHAT BR ATM,Office Equipment,ATM UPS,Initial,,,,26/1/2017,26/1/2017,,001,001,001,BDT,235000,135300,,99700,,26/1/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
SIDDHIRGANJ POOL ATM,Office Equipment,ATM UPS,Initial,,,,23/1/2017,23/1/2017,,001,001,001,BDT,235000,135020,,99980,,22/1/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
MIRPUR 6 ATM BOOTH,Office Equipment,ATM UPS,Initial,,,,23/1/2017,23/1/2017,,001,001,001,BDT,235000,135020,,99980,,22/1/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
NEW TOWN-MADARIPUR ATM,Office Equipment,ATM UPS,Initial,,,,23/1/2017,23/1/2017,,001,001,001,BDT,235000,135020,,99980,,22/1/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
TORKI BANDAR-GOURNADI ATM,Office Equipment,ATM UPS,Initial,,,,23/1/2017,23/1/2017,,001,001,001,BDT,235000,135020,,99980,,22/1/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
BASHABO ATM BOOTH,Office Equipment,ATM UPS,Initial,,,,7/1/2016,7/1/2016,,001,001,001,BDT,225000,102236,,122764,,7/1/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
SIR NAZIMUDDIN ROAD,Office Equipment,ATM UPS,Initial,,,,10/1/2016,10/1/2016,,001,001,001,BDT,225000,102447,,122553,,10/1/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
BANGSHAL ATM BOOTH,Office Equipment,ATM UPS,Initial,,,,10/1/2016,10/1/2016,,001,001,001,BDT,225000,102447,,122553,,10/1/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
MADHABDI ATM BOOTH,Office Equipment,ATM UPS,Initial,,,,5/1/2016,5/1/2016,,001,001,001,BDT,225000,102093,,122907,,5/1/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
GOALMARI ATM BOOTH,Office Equipment,ATM UPS,Initial,,,,11/1/2016,11/1/2016,,001,001,001,BDT,225000,102517,,122483,,11/1/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DHANMODHI27 ATM BOOTH,Office Equipment,ATM UPS,Initial,,,,3/1/2016,3/1/2016,,001,001,001,BDT,225000,101957,,123043,,3/1/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
AGANAGAR ATM-3000VA/2KVA,Office Equipment,ATM UPS,Initial,,,,26/1/2016,26/1/2016,,001,001,001,BDT,224000,103099,,120901,,26/1/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
CHAWK BAZAR ATM-300VA/2KVA,Office Equipment,ATM UPS,Initial,,,,28/1/2016,28/1/2016,,001,001,001,BDT,224000,103246,,120754,,28/1/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS-DHALUA BAZAR ATM,Office Equipment,ATM UPS,Initial,,,,4/8/2016,4/8/2016,,001,001,001,BDT,225000,116881,,108119,,3/8/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS-PRAN RFL ATM BOOTH,Office Equipment,ATM UPS,Initial,,,,9/8/2016,9/8/2016,,001,001,001,BDT,225000,117235,,107765,,8/8/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS-RANKIN STREET ATM,Office Equipment,ATM UPS,Initial,,,,15/6/2016,15/6/2016,,001,001,001,BDT,225000,113399,,111601,,14/6/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE -NIRIBILY MALIBAG ATM,Office Equipment,ATM UPS,Initial,,,,21/4/2016,21/4/2016,,001,001,001,BDT,50000,24344,,25656,,20/4/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS-SAVAR ATM,Office Equipment,ATM UPS,Initial,,,,21/4/2016,21/4/2016,,001,001,001,BDT,50000,24344,,25656,,20/4/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS-SONARGAON ATM,Office Equipment,ATM UPS,Initial,,,,21/4/2016,21/4/2016,,001,001,001,BDT,50000,24344,,25656,,20/4/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS-TONGI BRANCH ATM,Office Equipment,ATM UPS,Initial,,,,27/6/2016,27/6/2016,,001,001,001,BDT,225000,114233,,110767,,26/6/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS-CTG CLUB ATM BOOTH,Office Equipment,ATM UPS,Initial,,,,1/6/2016,1/6/2016,,001,001,001,BDT,225000,112415,,112585,,30/5/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS-SREENAGAR BR ATM,Office Equipment,ATM UPS,Initial,,,,21/4/2016,21/4/2016,,001,001,001,BDT,50000,24344,,25656,,20/4/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
3KVA ONLINE-MEGHNA GATE ATM,Office Equipment,ATM UPS,Initial,,,,8/6/2017,8/6/2017,,001,001,001,BDT,59500,37318,,22182,,7/6/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
3KVA ONLINE-SQR PHARMA ATM,Office Equipment,ATM UPS,Initial,,,,8/6/2017,8/6/2017,,001,001,001,BDT,59500,37318,,22182,,7/6/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE-SOUTH BANASREE ATM BOOT,Office Equipment,ATM UPS,Initial,,,,5/7/2017,5/7/2017,,001,001,001,BDT,258500,164851,,93649,,5/7/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
3KVA ONLINE UPS-SATMOSJID ATM,Office Equipment,ATM UPS,Initial,,,,12/8/2017,12/8/2017,,001,001,001,BDT,258500,168654,,89846,,11/8/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
3KVA ONLINE UPS-BERAID ATM,Office Equipment,ATM UPS,Initial,,,,23/8/2017,23/8/2017,,001,001,001,BDT,258500,169756,,88744,,22/8/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
3KVA ONLINE UPS-LALBAGH MOR AT,Office Equipment,ATM UPS,Initial,,,,27/8/2017,27/8/2017,,001,001,001,BDT,258500,170157,,88343,,26/8/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
3KVA ONLINE UPS-PALLABI ATM,Office Equipment,ATM UPS,Initial,,,,31/7/2017,31/7/2017,,001,001,001,BDT,258500,167455,,91045,,30/7/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
3KVA ONLINE UPS-LAZMIPUR ATM,Office Equipment,ATM UPS,Initial,,,,18/12/2017,18/12/2017,,001,001,001,BDT,258500,181473,,77027,,18/12/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
3KVA ONLINE UPS-SHAHED BAZAR,Office Equipment,ATM UPS,Initial,,,,18/12/2017,18/12/2017,,001,001,001,BDT,258500,181473,,77027,,18/12/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
3KVA-ASMOT ALI KHAN-MADARIPUR,Office Equipment,ATM UPS,Initial,,,,19/11/2017,19/11/2017,,001,001,001,BDT,258500,178568,,79932,,18/11/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
3KVA ONLINE-SIEMENS ATM,Office Equipment,ATM UPS,Initial,,,,10/11/2016,10/11/2016,,001,001,001,BDT,59500,33654,,25846,,10/11/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
3KVA ONLINE-SQR PHARMA ATM,Office Equipment,ATM UPS,Initial,,,,10/11/2016,10/11/2016,,001,001,001,BDT,59500,33654,,25846,,10/11/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
3KVA ONLINE-SYLHET STATION CLU,Office Equipment,ATM UPS,Initial,,,,12/2/2017,12/2/2017,,001,001,001,BDT,235000,136848,,98152,,11/2/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
3KVA ONLINE-COMILA NEW MKT,Office Equipment,ATM UPS,Initial,,,,6/2/2017,6/2/2017,,001,001,001,BDT,235000,136297,,98703,,6/2/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
3KVA ONLINE-UTAH FASHION ATM,Office Equipment,ATM UPS,Initial,,,,30/11/2016,30/11/2016,,001,001,001,BDT,50000,28283,,21717,,30/11/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
3KVA ONLINE UPSNAZIRHAT BR ATM,Office Equipment,ATM UPS,Initial,,,,30/11/2016,30/11/2016,,001,001,001,BDT,50000,28283,,21717,,30/11/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
3KVA ONLINE UPS-BLUE OCEAN ATM,Office Equipment,ATM UPS,Initial,,,,30/11/2016,30/11/2016,,001,001,001,BDT,50000,28283,,21717,,30/11/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS-RAHATTARPOOL BR ATM,Office Equipment,ATM UPS,Initial,,,,24/5/2018,24/5/2018,,001,001,001,BDT,212000,164683,,47317,,24/5/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS-CHOWARA BAZAR-COMIL,Office Equipment,ATM UPS,Initial,,,,24/5/2018,24/5/2018,,001,001,001,BDT,212000,164683,,47317,,24/5/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
3KVAONLINE-ISHWARDI BR ATM,Office Equipment,ATM UPS,Initial,,,,7/8/2018,7/8/2018,,001,001,001,BDT,212000,172384,,39616,,7/8/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
3KVAONLINE-FENI SADAR HOSPITAL,Office Equipment,ATM UPS,Initial,,,,7/8/2018,7/8/2018,,001,001,001,BDT,212000,172384,,39616,,7/8/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS-NEW MARKET ATM BOOT,Office Equipment,ATM UPS,Initial,,,,18/1/2018,18/1/2018,,001,001,001,BDT,60000,42950,,17050,,18/1/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS-MIRPOR ZOO ROAD ATM,Office Equipment,ATM UPS,Initial,,,,31/1/2018,31/1/2018,,001,001,001,BDT,258500,186660,,71840,,31/1/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS-MONOHORPUE-COMILA,Office Equipment,ATM UPS,Initial,,,,5/3/2018,5/3/2018,,001,001,001,BDT,258500,190790,,67710,,5/3/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS-CITY DENTAL COLEGE,Office Equipment,ATM UPS,Initial,,,,31/1/2018,31/1/2018,,001,001,001,BDT,258500,186660,,71840,,31/1/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS-SOMOBAY MKT-B.BARIA,Office Equipment,ATM UPS,Initial,,,,11/2/2018,11/2/2018,,001,001,001,BDT,258500,188036,,70464,,11/2/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINEUPS-MORICHA BAZAR-UKHIYA,Office Equipment,ATM UPS,Initial,,,,13/3/2018,13/3/2018,,001,001,001,BDT,212000,157292,,54708,,13/3/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS-CTG CLUB ATM,Office Equipment,ATM UPS,Initial,,,,6/5/2019,6/5/2019,,001,001,001,BDT,38500,36686,,1814,,6/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS-SQR FASHION ATM BOO,Office Equipment,ATM UPS,Initial,,,,6/5/2019,6/5/2019,,001,001,001,BDT,38500,36686,,1814,,6/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONLINE UPS-KAKOLI ATM,Office Equipment,ATM UPS,Initial,,,,10/9/2018,10/9/2018,,001,001,001,BDT,212000,175875,,36125,,10/9/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
3KVA UPS-GOALMARI BAZAR-KHUNLA,Office Equipment,ATM UPS,Initial,,,,15/10/2018,15/10/2018,,001,001,001,BDT,212000,179468,,32532,,15/10/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
